name_clean,race,order,race_num,character_id
FRODO,Hobbit,200,5,4
GANDALF,Ainur,201,1,5
GANDALF,Ainur,202,1,5
FRODO,Hobbit,203,5,4
GANDALF,Ainur,204,1,5
FRODO,Hobbit,205,5,4
GANDALF,Ainur,206,1,5
FRODO,Hobbit,207,5,4
GANDALF,Ainur,208,1,5
FRODO,Hobbit,209,5,4
GANDALF,Ainur,210,1,5
FRODO,Hobbit,211,5,4
GANDALF,Ainur,212,1,5
GANDALF,Ainur,213,1,5
GANDALF,Ainur,214,1,5
FRODO,Hobbit,215,5,4
GANDALF,Ainur,216,1,5
GANDALF,Ainur,217,1,5
GANDALF,Ainur,218,1,5
SAM,Hobbit,219,5,7
GANDALF,Ainur,220,1,5
SAM,Hobbit,221,5,7
GANDALF,Ainur,222,1,5
SAM,Hobbit,223,5,7
GANDALF,Ainur,224,1,5
FRODO,Hobbit,225,5,4
GANDALF,Ainur,226,1,5
GANDALF,Ainur,227,1,5
GANDALF,Ainur,228,1,5
GANDALF,Ainur,229,1,5
GANDALF,Ainur,230,1,5
SAM,Hobbit,231,5,7
FRODO,Hobbit,232,5,4
SAM,Hobbit,233,5,7
FRODO,Hobbit,234,5,4
FRODO,Hobbit,235,5,4
FRODO,Hobbit,236,5,4
BILBO,Hobbit,237,5,3
SARUMAN,Ainur,238,1,10
SARUMAN,Ainur,239,1,10
GANDALF,Ainur,240,1,5
SARUMAN,Ainur,241,1,10
GANDALF,Ainur,242,1,5
SARUMAN,Ainur,243,1,10
GANDALF,Ainur,244,1,5
SARUMAN,Ainur,245,1,10
GANDALF,Ainur,246,1,5
SARUMAN,Ainur,247,1,10
SARUMAN,Ainur,248,1,10
GANDALF,Ainur,249,1,5
SARUMAN,Ainur,250,1,10
SARUMAN,Ainur,251,1,10
GANDALF,Ainur,252,1,5
SARUMAN,Ainur,253,1,10
GANDALF,Ainur,254,1,5
SARUMAN,Ainur,255,1,10
GANDALF,Ainur,256,1,5
SARUMAN,Ainur,257,1,10
GANDALF,Ainur,258,1,5
SARUMAN,Ainur,259,1,10
GANDALF,Ainur,260,1,5
SARUMAN,Ainur,261,1,10
SARUMAN,Ainur,262,1,10
SARUMAN,Ainur,263,1,10
GANDALF,Ainur,264,1,5
SARUMAN,Ainur,265,1,10
SAM,Hobbit,266,5,7
SAM,Hobbit,267,5,7
FRODO,Hobbit,268,5,4
SAM,Hobbit,269,5,7
FRODO,Hobbit,270,5,4
SAM,Hobbit,271,5,7
FRODO,Hobbit,272,5,4
PIPPIN,Hobbit,273,5,9
MERRY,Hobbit,274,5,8
SAM,Hobbit,275,5,7
MERRY,Hobbit,276,5,8
SAM,Hobbit,277,5,7
MERRY,Hobbit,278,5,8
PIPPIN,Hobbit,279,5,9
MERRY,Hobbit,280,5,8
PIPPIN,Hobbit,281,5,9
PIPPIN,Hobbit,282,5,9
MERRY,Hobbit,283,5,8
MERRY,Hobbit,284,5,8
SAM,Hobbit,285,5,7
MERRY,Hobbit,286,5,8
SAM,Hobbit,287,5,7
PIPPIN,Hobbit,288,5,9
FRODO,Hobbit,289,5,4
FRODO,Hobbit,290,5,4
SAM,Hobbit,291,5,7
MERRY,Hobbit,292,5,8
SAM,Hobbit,293,5,7
FRODO,Hobbit,294,5,4
PIPPIN,Hobbit,295,5,9
MERRY,Hobbit,296,5,8
SAM,Hobbit,297,5,7
FRODO,Hobbit,298,5,4
MERRY,Hobbit,299,5,8
MERRY,Hobbit,300,5,8
MERRY,Hobbit,301,5,8
MERRY,Hobbit,302,5,8
SAM,Hobbit,303,5,7
FRODO,Hobbit,304,5,4
MERRY,Hobbit,305,5,8
FRODO,Hobbit,306,5,4
FRODO,Hobbit,307,5,4
FRODO,Hobbit,308,5,4
FRODO,Hobbit,309,5,4
FRODO,Hobbit,310,5,4
FRODO,Hobbit,311,5,4
SAM,Hobbit,312,5,7
FRODO,Hobbit,313,5,4
PIPPIN,Hobbit,314,5,9
MERRY,Hobbit,315,5,8
PIPPIN,Hobbit,316,5,9
SAM,Hobbit,317,5,7
SAM,Hobbit,318,5,7
FRODO,Hobbit,319,5,4
FRODO,Hobbit,320,5,4
PIPPIN,Hobbit,321,5,9
PIPPIN,Hobbit,322,5,9
FRODO,Hobbit,323,5,4
PIPPIN,Hobbit,324,5,9
ARAGORN,Man,325,4,11
FRODO,Hobbit,326,5,4
ARAGORN,Man,327,4,11
FRODO,Hobbit,328,5,4
ARAGORN,Man,329,4,11
FRODO,Hobbit,330,5,4
ARAGORN,Man,331,4,11
FRODO,Hobbit,332,5,4
ARAGORN,Man,333,4,11
SAM,Hobbit,334,5,7
ARAGORN,Man,335,4,11
FRODO,Hobbit,336,5,4
ARAGORN,Man,337,4,11
ARAGORN,Man,338,4,11
ARAGORN,Man,339,4,11
FRODO,Hobbit,340,5,4
ARAGORN,Man,341,4,11
MERRY,Hobbit,342,5,8
FRODO,Hobbit,343,5,4
ARAGORN,Man,344,4,11
ARAGORN,Man,345,4,11
SAM,Hobbit,346,5,7
ARAGORN,Man,347,4,11
PIPPIN,Hobbit,348,5,9
ARAGORN,Man,349,4,11
PIPPIN,Hobbit,350,5,9
MERRY,Hobbit,351,5,8
PIPPIN,Hobbit,352,5,9
MERRY,Hobbit,353,5,8
MERRY,Hobbit,354,5,8
SARUMAN,Ainur,355,1,10
SARUMAN,Ainur,356,1,10
SARUMAN,Ainur,357,1,10
SARUMAN,Ainur,358,1,10
SARUMAN,Ainur,359,1,10
SARUMAN,Ainur,360,1,10
FRODO,Hobbit,361,5,4
MERRY,Hobbit,362,5,8
SAM,Hobbit,363,5,7
FRODO,Hobbit,364,5,4
PIPPIN,Hobbit,365,5,9
FRODO,Hobbit,366,5,4
SAM,Hobbit,367,5,7
SAM,Hobbit,368,5,7
SAM,Hobbit,369,5,7
SAM,Hobbit,370,5,7
SAM,Hobbit,371,5,7
ARAGORN,Man,372,4,11
SAM,Hobbit,373,5,7
ARAGORN,Man,374,4,11
ARAGORN,Man,375,4,11
SAM,Hobbit,376,5,7
ARAGORN,Man,377,4,11
SAM,Hobbit,378,5,7
FRODO,Hobbit,379,5,4
PIPPIN,Hobbit,380,5,9
ARAGORN,Man,381,4,11
MERRY,Hobbit,382,5,8
ARAGORN,Man,383,4,11
SAM,Hobbit,384,5,7
ARAGORN,Man,385,4,11
SAM,Hobbit,386,5,7
ARAGORN,Man,387,4,11
ARWEN,Elf,388,2,12
ARWEN,Elf,389,2,12
PIPPIN,Hobbit,390,5,9
ARWEN,Elf,391,2,12
SAM,Hobbit,392,5,7
ARWEN,Elf,393,2,12
ARWEN,Elf,394,2,12
PIPPIN,Hobbit,395,5,9
ARWEN,Elf,396,2,12
ARAGORN,Man,397,4,11
ARWEN,Elf,398,2,12
ARAGORN,Man,399,4,11
ARWEN,Elf,400,2,12
PIPPIN,Hobbit,401,5,9
ARWEN,Elf,402,2,12
ARAGORN,Man,403,4,11
ARWEN,Elf,404,2,12
SAM,Hobbit,405,5,7
ARWEN,Elf,406,2,12
ARWEN,Elf,407,2,12
ARWEN,Elf,408,2,12
ARWEN,Elf,409,2,12
ARWEN,Elf,410,2,12
ARWEN,Elf,411,2,12
FRODO,Hobbit,412,5,4
GANDALF,Ainur,413,1,5
FRODO,Hobbit,414,5,4
GANDALF,Ainur,415,1,5
FRODO,Hobbit,416,5,4
GANDALF,Ainur,417,1,5
GANDALF,Ainur,418,1,5
SARUMAN,Ainur,419,1,10
GANDALF,Ainur,420,1,5
SARUMAN,Ainur,421,1,10
FRODO,Hobbit,422,5,4
GANDALF,Ainur,423,1,5
SAM,Hobbit,424,5,7
GANDALF,Ainur,425,1,5
SAM,Hobbit,426,5,7
GANDALF,Ainur,427,1,5
ELROND,Elf,428,2,13
ELROND,Elf,429,2,13
MERRY,Hobbit,430,5,8
FRODO,Hobbit,431,5,4
BILBO,Hobbit,432,5,3
FRODO,Hobbit,433,5,4
FRODO,Hobbit,434,5,4
FRODO,Hobbit,435,5,4
BILBO,Hobbit,436,5,3
FRODO,Hobbit,437,5,4
BILBO,Hobbit,438,5,3
SAM,Hobbit,439,5,7
FRODO,Hobbit,440,5,4
SAM,Hobbit,441,5,7
FRODO,Hobbit,442,5,4
SAM,Hobbit,443,5,7
FRODO,Hobbit,444,5,4
SAM,Hobbit,445,5,7
FRODO,Hobbit,446,5,4
FRODO,Hobbit,447,5,4
FRODO,Hobbit,448,5,4
ELROND,Elf,449,2,13
GANDALF,Ainur,450,1,5
ELROND,Elf,451,2,13
GANDALF,Ainur,452,1,5
ELROND,Elf,453,2,13
GANDALF,Ainur,454,1,5
ELROND,Elf,455,2,13
ELROND,Elf,456,2,13
ELROND,Elf,457,2,13
GANDALF,Ainur,458,1,5
ELROND,Elf,459,2,13
ELROND,Elf,460,2,13
ELROND,Elf,461,2,13
ELROND,Elf,462,2,13
ELROND,Elf,463,2,13
ELROND,Elf,464,2,13
ISILDUR,Man,465,4,14
ELROND,Elf,466,2,13
ELROND,Elf,467,2,13
GANDALF,Ainur,468,1,5
ELROND,Elf,469,2,13
BOROMIR,Man,470,4,15
BOROMIR,Man,471,4,15
BOROMIR,Man,472,4,15
BOROMIR,Man,473,4,15
ARWEN,Elf,474,2,12
ARAGORN,Man,475,4,11
ARWEN,Elf,476,2,12
ARWEN,Elf,477,2,12
ARAGORN,Man,478,4,11
ARWEN,Elf,479,2,12
ARWEN,Elf,480,2,12
ARAGORN,Man,481,4,11
ARWEN,Elf,482,2,12
ARWEN,Elf,483,2,12
ARAGORN,Man,484,4,11
ARWEN,Elf,485,2,12
ELROND,Elf,486,2,13
ELROND,Elf,487,2,13
BOROMIR,Man,488,4,15
LEGOLAS,Elf,489,2,16
GIMLI,Dwarf,490,3,17
BOROMIR,Man,491,4,15
ARAGORN,Man,492,4,11
BOROMIR,Man,493,4,15
LEGOLAS,Elf,494,2,16
BOROMIR,Man,495,4,15
LEGOLAS,Elf,496,2,16
ARAGORN,Man,497,4,11
BOROMIR,Man,498,4,15
GANDALF,Ainur,499,1,5
ELROND,Elf,500,2,13
GIMLI,Dwarf,501,3,17
ELROND,Elf,502,2,13
ELROND,Elf,503,2,13
BOROMIR,Man,504,4,15
LEGOLAS,Elf,505,2,16
GIMLI,Dwarf,506,3,17
BOROMIR,Man,507,4,15
GIMLI,Dwarf,508,3,17
GIMLI,Dwarf,509,3,17
GANDALF,Ainur,510,1,5
FRODO,Hobbit,511,5,4
FRODO,Hobbit,512,5,4
GANDALF,Ainur,513,1,5
ARAGORN,Man,514,4,11
LEGOLAS,Elf,515,2,16
GIMLI,Dwarf,516,3,17
BOROMIR,Man,517,4,15
BOROMIR,Man,518,4,15
SAM,Hobbit,519,5,7
SAM,Hobbit,520,5,7
ELROND,Elf,521,2,13
MERRY,Hobbit,522,5,8
PIPPIN,Hobbit,523,5,9
MERRY,Hobbit,524,5,8
ELROND,Elf,525,2,13
ELROND,Elf,526,2,13
PIPPIN,Hobbit,527,5,9
BILBO,Hobbit,528,5,3
FRODO,Hobbit,529,5,4
BILBO,Hobbit,530,5,3
BILBO,Hobbit,531,5,3
BILBO,Hobbit,532,5,3
BILBO,Hobbit,533,5,3
BILBO,Hobbit,534,5,3
BILBO,Hobbit,535,5,3
GANDALF,Ainur,536,1,5
BOROMIR,Man,537,4,15
SAM,Hobbit,538,5,7
BOROMIR,Man,539,4,15
MERRY,Hobbit,540,5,8
PIPPIN,Hobbit,541,5,9
GIMLI,Dwarf,542,3,17
GANDALF,Ainur,543,1,5
SAM,Hobbit,544,5,7
GIMLI,Dwarf,545,3,17
BOROMIR,Man,546,4,15
LEGOLAS,Elf,547,2,16
ARAGORN,Man,548,4,11
BOROMIR,Man,549,4,15
GANDALF,Ainur,550,1,5
GANDALF,Ainur,551,1,5
ARAGORN,Man,552,4,11
BOROMIR,Man,553,4,15
ARAGORN,Man,554,4,11
BOROMIR,Man,555,4,15
SARUMAN,Ainur,556,1,10
SARUMAN,Ainur,557,1,10
LEGOLAS,Elf,558,2,16
GANDALF,Ainur,559,1,5
ARAGORN,Man,560,4,11
GANDALF,Ainur,561,1,5
GANDALF,Ainur,562,1,5
GANDALF,Ainur,563,1,5
BOROMIR,Man,564,4,15
ARAGORN,Man,565,4,11
GIMLI,Dwarf,566,3,17
SARUMAN,Ainur,567,1,10
SARUMAN,Ainur,568,1,10
GANDALF,Ainur,569,1,5
GANDALF,Ainur,570,1,5
FRODO,Hobbit,571,5,4
GANDALF,Ainur,572,1,5
GIMLI,Dwarf,573,3,17
GANDALF,Ainur,574,1,5
GANDALF,Ainur,575,1,5
MERRY,Hobbit,576,5,8
GANDALF,Ainur,577,1,5
GANDALF,Ainur,578,1,5
GANDALF,Ainur,579,1,5
ARAGORN,Man,580,4,11
SAM,Hobbit,581,5,7
ARAGORN,Man,582,4,11
SAM,Hobbit,583,5,7
ARAGORN,Man,584,4,11
FRODO,Hobbit,585,5,4
FRODO,Hobbit,586,5,4
GANDALF,Ainur,587,1,5
GIMLI,Dwarf,588,3,17
BOROMIR,Man,589,4,15
GIMLI,Dwarf,590,3,17
LEGOLAS,Elf,591,2,16
BOROMIR,Man,592,4,15
GANDALF,Ainur,593,1,5
BOROMIR,Man,594,4,15
GANDALF,Ainur,595,1,5
GANDALF,Ainur,596,1,5
GANDALF,Ainur,597,1,5
PIPPIN,Hobbit,598,5,9
MERRY,Hobbit,599,5,8
PIPPIN,Hobbit,600,5,9
MERRY,Hobbit,601,5,8
PIPPIN,Hobbit,602,5,9
GANDALF,Ainur,603,1,5
FRODO,Hobbit,604,5,4
GANDALF,Ainur,605,1,5
FRODO,Hobbit,606,5,4
GANDALF,Ainur,607,1,5
GANDALF,Ainur,608,1,5
FRODO,Hobbit,609,5,4
GANDALF,Ainur,610,1,5
GANDALF,Ainur,611,1,5
FRODO,Hobbit,612,5,4
GANDALF,Ainur,613,1,5
GANDALF,Ainur,614,1,5
MERRY,Hobbit,615,5,8
GANDALF,Ainur,616,1,5
GALADRIEL,Elf,617,2,1
GANDALF,Ainur,618,1,5
SAM,Hobbit,619,5,7
GANDALF,Ainur,620,1,5
GIMLI,Dwarf,621,3,17
GANDALF,Ainur,622,1,5
LEGOLAS,Elf,623,2,16
GANDALF,Ainur,624,1,5
GANDALF,Ainur,625,1,5
SAM,Hobbit,626,5,7
LEGOLAS,Elf,627,2,16
ARAGORN,Man,628,4,11
BOROMIR,Man,629,4,15
GIMLI,Dwarf,630,3,17
SAM,Hobbit,631,5,7
FRODO,Hobbit,632,5,4
ARAGORN,Man,633,4,11
SAM,Hobbit,634,5,7
FRODO,Hobbit,635,5,4
ARAGORN,Man,636,4,11
GANDALF,Ainur,637,1,5
GIMLI,Dwarf,638,3,17
GANDALF,Ainur,639,1,5
GANDALF,Ainur,640,1,5
BOROMIR,Man,641,4,15
GANDALF,Ainur,642,1,5
GANDALF,Ainur,643,1,5
GANDALF,Ainur,644,1,5
GIMLI,Dwarf,645,3,17
GIMLI,Dwarf,646,3,17
GANDALF,Ainur,647,1,5
GANDALF,Ainur,648,1,5
FRODO,Hobbit,649,5,4
GANDALF,Ainur,650,1,5
GANDALF,Ainur,651,1,5
GANDALF,Ainur,652,1,5
FRODO,Hobbit,653,5,4
GANDALF,Ainur,654,1,5
FRODO,Hobbit,655,5,4
ARAGORN,Man,656,4,11
ARAGORN,Man,657,4,11
BOROMIR,Man,658,4,15
ARAGORN,Man,659,4,11
ARAGORN,Man,660,4,11
ARAGORN,Man,661,4,11
GIMLI,Dwarf,662,3,17
GALADRIEL,Elf,663,2,1
GIMLI,Dwarf,664,3,17
GALADRIEL,Elf,665,2,1
SAM,Hobbit,666,5,7
GIMLI,Dwarf,667,3,17
HALDIR,Elf,668,2,18
HALDIR,Elf,669,2,18
ARAGORN,Man,670,4,11
GIMLI,Dwarf,671,3,17
HALDIR,Elf,672,2,18
HALDIR,Elf,673,2,18
HALDIR,Elf,674,2,18
HALDIR,Elf,675,2,18
CELEBORN,Elf,676,2,19
GALADRIEL,Elf,677,2,1
GALADRIEL,Elf,678,2,1
GALADRIEL,Elf,679,2,1
GALADRIEL,Elf,680,2,1
GALADRIEL,Elf,681,2,1
LEGOLAS,Elf,682,2,16
MERRY,Hobbit,683,5,8
LEGOLAS,Elf,684,2,16
ARAGORN,Man,685,4,11
BOROMIR,Man,686,4,15
BOROMIR,Man,687,4,15
BOROMIR,Man,688,4,15
ARAGORN,Man,689,4,11
BOROMIR,Man,690,4,15
GALADRIEL,Elf,691,2,1
FRODO,Hobbit,692,5,4
GALADRIEL,Elf,693,2,1
FRODO,Hobbit,694,5,4
GALADRIEL,Elf,695,2,1
GALADRIEL,Elf,696,2,1
FRODO,Hobbit,697,5,4
GALADRIEL,Elf,698,2,1
GALADRIEL,Elf,699,2,1
GALADRIEL,Elf,700,2,1
FRODO,Hobbit,701,5,4
GALADRIEL,Elf,702,2,1
FRODO,Hobbit,703,5,4
GALADRIEL,Elf,704,2,1
SARUMAN,Ainur,705,1,10
SARUMAN,Ainur,706,1,10
SARUMAN,Ainur,707,1,10
GALADRIEL,Elf,708,2,1
GALADRIEL,Elf,709,2,1
ARAGORN,Man,710,4,11
ARAGORN,Man,711,4,11
ARAGORN,Man,712,4,11
ARAGORN,Man,713,4,11
GIMLI,Dwarf,714,3,17
ARAGORN,Man,715,4,11
GIMLI,Dwarf,716,3,17
LEGOLAS,Elf,717,2,16
ARAGORN,Man,718,4,11
LEGOLAS,Elf,719,2,16
LEGOLAS,Elf,720,2,16
MERRY,Hobbit,721,5,8
BOROMIR,Man,722,4,15
BOROMIR,Man,723,4,15
BOROMIR,Man,724,4,15
FRODO,Hobbit,725,5,4
BOROMIR,Man,726,4,15
BOROMIR,Man,727,4,15
FRODO,Hobbit,728,5,4
BOROMIR,Man,729,4,15
FRODO,Hobbit,730,5,4
BOROMIR,Man,731,4,15
FRODO,Hobbit,732,5,4
BOROMIR,Man,733,4,15
BOROMIR,Man,734,4,15
FRODO,Hobbit,735,5,4
BOROMIR,Man,736,4,15
BOROMIR,Man,737,4,15
BOROMIR,Man,738,4,15
BOROMIR,Man,739,4,15
SAURON,Ainur,740,1,20
ARAGORN,Man,741,4,11
FRODO,Hobbit,742,5,4
ARAGORN,Man,743,4,11
FRODO,Hobbit,744,5,4
ARAGORN,Man,745,4,11
FRODO,Hobbit,746,5,4
FRODO,Hobbit,747,5,4
ARAGORN,Man,748,4,11
FRODO,Hobbit,749,5,4
ARAGORN,Man,750,4,11
ARAGORN,Man,751,4,11
SAM,Hobbit,752,5,7
MERRY,Hobbit,753,5,8
MERRY,Hobbit,754,5,8
PIPPIN,Hobbit,755,5,9
PIPPIN,Hobbit,756,5,9
MERRY,Hobbit,757,5,8
PIPPIN,Hobbit,758,5,9
MERRY,Hobbit,759,5,8
LEGOLAS,Elf,760,2,16
ARAGORN,Man,761,4,11
BOROMIR,Man,762,4,15
MERRY,Hobbit,763,5,8
BOROMIR,Man,764,4,15
BOROMIR,Man,765,4,15
BOROMIR,Man,766,4,15
ARAGORN,Man,767,4,11
BOROMIR,Man,768,4,15
ARAGORN,Man,769,4,11
BOROMIR,Man,770,4,15
ARAGORN,Man,771,4,11
BOROMIR,Man,772,4,15
ARAGORN,Man,773,4,11
BOROMIR,Man,774,4,15
BOROMIR,Man,775,4,15
ARAGORN,Man,776,4,11
ARAGORN,Man,777,4,11
ARAGORN,Man,778,4,11
SAM,Hobbit,779,5,7
FRODO,Hobbit,780,5,4
GANDALF,Ainur,781,1,5
SAM,Hobbit,782,5,7
FRODO,Hobbit,783,5,4
FRODO,Hobbit,784,5,4
SAM,Hobbit,785,5,7
FRODO,Hobbit,786,5,4
FRODO,Hobbit,787,5,4
SAM,Hobbit,788,5,7
FRODO,Hobbit,789,5,4
FRODO,Hobbit,790,5,4
LEGOLAS,Elf,791,2,16
LEGOLAS,Elf,792,2,16
ARAGORN,Man,793,4,11
GIMLI,Dwarf,794,3,17
ARAGORN,Man,795,4,11
ARAGORN,Man,796,4,11
ARAGORN,Man,797,4,11
GIMLI,Dwarf,798,3,17
FRODO,Hobbit,799,5,4
SAM,Hobbit,800,5,7
FRODO,Hobbit,801,5,4
SAM,Hobbit,802,5,7
FRODO,Hobbit,803,5,4
FRODO,Hobbit,804,5,4
