name_clean,race,order,race_num,character_id
GOLLUM,Hobbit,199,5,2
FRODO,Hobbit,200,5,4
FRODO,Hobbit,201,5,4
GANDALF,Ainur,202,1,5
FRODO,Hobbit,203,5,4
GANDALF,Ainur,204,1,5
FRODO,Hobbit,205,5,4
GANDALF,Ainur,206,1,5
GANDALF,Ainur,207,1,5
FRODO,Hobbit,208,5,4
GANDALF,Ainur,209,1,5
FRODO,Hobbit,210,5,4
GANDALF,Ainur,211,1,5
FRODO,Hobbit,212,5,4
GANDALF,Ainur,213,1,5
FRODO,Hobbit,214,5,4
GANDALF,Ainur,215,1,5
FRODO,Hobbit,216,5,4
GANDALF,Ainur,217,1,5
GANDALF,Ainur,218,1,5
GANDALF,Ainur,219,1,5
FRODO,Hobbit,220,5,4
GANDALF,Ainur,221,1,5
GANDALF,Ainur,222,1,5
GANDALF,Ainur,223,1,5
GANDALF,Ainur,224,1,5
GANDALF,Ainur,225,1,5
GANDALF,Ainur,226,1,5
FRODO,Hobbit,227,5,4
GANDALF,Ainur,228,1,5
GANDALF,Ainur,229,1,5
GANDALF,Ainur,230,1,5
GANDALF,Ainur,231,1,5
GANDALF,Ainur,232,1,5
FRODO,Hobbit,233,5,4
FRODO,Hobbit,234,5,4
FRODO,Hobbit,235,5,4
FRODO,Hobbit,236,5,4
BILBO,Hobbit,237,5,3
SARUMAN,Ainur,238,1,9
SARUMAN,Ainur,239,1,9
GANDALF,Ainur,240,1,5
SARUMAN,Ainur,241,1,9
GANDALF,Ainur,242,1,5
SARUMAN,Ainur,243,1,9
GANDALF,Ainur,244,1,5
SARUMAN,Ainur,245,1,9
GANDALF,Ainur,246,1,5
SARUMAN,Ainur,247,1,9
SARUMAN,Ainur,248,1,9
GANDALF,Ainur,249,1,5
SARUMAN,Ainur,250,1,9
SARUMAN,Ainur,251,1,9
GANDALF,Ainur,252,1,5
SARUMAN,Ainur,253,1,9
GANDALF,Ainur,254,1,5
SARUMAN,Ainur,255,1,9
GANDALF,Ainur,256,1,5
SARUMAN,Ainur,257,1,9
GANDALF,Ainur,258,1,5
SARUMAN,Ainur,259,1,9
GANDALF,Ainur,260,1,5
SARUMAN,Ainur,261,1,9
SARUMAN,Ainur,262,1,9
SARUMAN,Ainur,263,1,9
GANDALF,Ainur,264,1,5
SARUMAN,Ainur,265,1,9
FRODO,Hobbit,266,5,4
FRODO,Hobbit,267,5,4
FRODO,Hobbit,268,5,4
PIPPIN,Hobbit,269,5,8
MERRY,Hobbit,270,5,7
MERRY,Hobbit,271,5,7
MERRY,Hobbit,272,5,7
PIPPIN,Hobbit,273,5,8
MERRY,Hobbit,274,5,7
PIPPIN,Hobbit,275,5,8
PIPPIN,Hobbit,276,5,8
MERRY,Hobbit,277,5,7
MERRY,Hobbit,278,5,7
MERRY,Hobbit,279,5,7
PIPPIN,Hobbit,280,5,8
FRODO,Hobbit,281,5,4
FRODO,Hobbit,282,5,4
MERRY,Hobbit,283,5,7
FRODO,Hobbit,284,5,4
PIPPIN,Hobbit,285,5,8
MERRY,Hobbit,286,5,7
FRODO,Hobbit,287,5,4
MERRY,Hobbit,288,5,7
MERRY,Hobbit,289,5,7
MERRY,Hobbit,290,5,7
MERRY,Hobbit,291,5,7
FRODO,Hobbit,292,5,4
MERRY,Hobbit,293,5,7
FRODO,Hobbit,294,5,4
FRODO,Hobbit,295,5,4
FRODO,Hobbit,296,5,4
FRODO,Hobbit,297,5,4
FRODO,Hobbit,298,5,4
FRODO,Hobbit,299,5,4
FRODO,Hobbit,300,5,4
PIPPIN,Hobbit,301,5,8
MERRY,Hobbit,302,5,7
PIPPIN,Hobbit,303,5,8
FRODO,Hobbit,304,5,4
FRODO,Hobbit,305,5,4
PIPPIN,Hobbit,306,5,8
PIPPIN,Hobbit,307,5,8
FRODO,Hobbit,308,5,4
PIPPIN,Hobbit,309,5,8
ARAGORN,Man,310,4,10
ARAGORN,Man,311,4,10
FRODO,Hobbit,312,5,4
ARAGORN,Man,313,4,10
ARAGORN,Man,314,4,10
FRODO,Hobbit,315,5,4
ARAGORN,Man,316,4,10
ARAGORN,Man,317,4,10
FRODO,Hobbit,318,5,4
ARAGORN,Man,319,4,10
ARAGORN,Man,320,4,10
FRODO,Hobbit,321,5,4
ARAGORN,Man,322,4,10
ARAGORN,Man,323,4,10
ARAGORN,Man,324,4,10
ARAGORN,Man,325,4,10
FRODO,Hobbit,326,5,4
ARAGORN,Man,327,4,10
ARAGORN,Man,328,4,10
ARAGORN,Man,329,4,10
ARAGORN,Man,330,4,10
ARAGORN,Man,331,4,10
ARAGORN,Man,332,4,10
FRODO,Hobbit,333,5,4
ARAGORN,Man,334,4,10
ARAGORN,Man,335,4,10
MERRY,Hobbit,336,5,7
FRODO,Hobbit,337,5,4
ARAGORN,Man,338,4,10
ARAGORN,Man,339,4,10
ARAGORN,Man,340,4,10
ARAGORN,Man,341,4,10
ARAGORN,Man,342,4,10
ARAGORN,Man,343,4,10
PIPPIN,Hobbit,344,5,8
ARAGORN,Man,345,4,10
ARAGORN,Man,346,4,10
PIPPIN,Hobbit,347,5,8
MERRY,Hobbit,348,5,7
PIPPIN,Hobbit,349,5,8
MERRY,Hobbit,350,5,7
MERRY,Hobbit,351,5,7
SARUMAN,Ainur,352,1,9
SARUMAN,Ainur,353,1,9
SARUMAN,Ainur,354,1,9
SARUMAN,Ainur,355,1,9
SARUMAN,Ainur,356,1,9
SARUMAN,Ainur,357,1,9
FRODO,Hobbit,358,5,4
MERRY,Hobbit,359,5,7
FRODO,Hobbit,360,5,4
PIPPIN,Hobbit,361,5,8
FRODO,Hobbit,362,5,4
ARAGORN,Man,363,4,10
ARAGORN,Man,364,4,10
ARAGORN,Man,365,4,10
ARAGORN,Man,366,4,10
ARAGORN,Man,367,4,10
ARAGORN,Man,368,4,10
ARAGORN,Man,369,4,10
ARAGORN,Man,370,4,10
FRODO,Hobbit,371,5,4
PIPPIN,Hobbit,372,5,8
ARAGORN,Man,373,4,10
ARAGORN,Man,374,4,10
MERRY,Hobbit,375,5,7
ARAGORN,Man,376,4,10
ARAGORN,Man,377,4,10
ARAGORN,Man,378,4,10
ARAGORN,Man,379,4,10
ARAGORN,Man,380,4,10
ARAGORN,Man,381,4,10
ARWEN,Elf,382,2,11
ARWEN,Elf,383,2,11
PIPPIN,Hobbit,384,5,8
ARWEN,Elf,385,2,11
ARWEN,Elf,386,2,11
ARWEN,Elf,387,2,11
PIPPIN,Hobbit,388,5,8
ARWEN,Elf,389,2,11
ARAGORN,Man,390,4,10
ARAGORN,Man,391,4,10
ARWEN,Elf,392,2,11
ARAGORN,Man,393,4,10
ARAGORN,Man,394,4,10
ARWEN,Elf,395,2,11
PIPPIN,Hobbit,396,5,8
ARWEN,Elf,397,2,11
ARAGORN,Man,398,4,10
ARAGORN,Man,399,4,10
ARWEN,Elf,400,2,11
ARWEN,Elf,401,2,11
ARWEN,Elf,402,2,11
ARWEN,Elf,403,2,11
ARWEN,Elf,404,2,11
ARWEN,Elf,405,2,11
ARWEN,Elf,406,2,11
FRODO,Hobbit,407,5,4
GANDALF,Ainur,408,1,5
FRODO,Hobbit,409,5,4
GANDALF,Ainur,410,1,5
FRODO,Hobbit,411,5,4
GANDALF,Ainur,412,1,5
GANDALF,Ainur,413,1,5
SARUMAN,Ainur,414,1,9
GANDALF,Ainur,415,1,5
SARUMAN,Ainur,416,1,9
FRODO,Hobbit,417,5,4
GANDALF,Ainur,418,1,5
GANDALF,Ainur,419,1,5
GANDALF,Ainur,420,1,5
ELROND,Elf,421,2,12
ELROND,Elf,422,2,12
MERRY,Hobbit,423,5,7
FRODO,Hobbit,424,5,4
BILBO,Hobbit,425,5,3
FRODO,Hobbit,426,5,4
FRODO,Hobbit,427,5,4
FRODO,Hobbit,428,5,4
BILBO,Hobbit,429,5,3
FRODO,Hobbit,430,5,4
BILBO,Hobbit,431,5,3
FRODO,Hobbit,432,5,4
FRODO,Hobbit,433,5,4
FRODO,Hobbit,434,5,4
FRODO,Hobbit,435,5,4
FRODO,Hobbit,436,5,4
FRODO,Hobbit,437,5,4
ELROND,Elf,438,2,12
GANDALF,Ainur,439,1,5
ELROND,Elf,440,2,12
GANDALF,Ainur,441,1,5
ELROND,Elf,442,2,12
GANDALF,Ainur,443,1,5
ELROND,Elf,444,2,12
ELROND,Elf,445,2,12
ELROND,Elf,446,2,12
GANDALF,Ainur,447,1,5
ELROND,Elf,448,2,12
ELROND,Elf,449,2,12
ELROND,Elf,450,2,12
ELROND,Elf,451,2,12
ELROND,Elf,452,2,12
ELROND,Elf,453,2,12
ISILDUR,Man,454,4,13
ELROND,Elf,455,2,12
ELROND,Elf,456,2,12
GANDALF,Ainur,457,1,5
ELROND,Elf,458,2,12
BOROMIR,Man,459,4,14
BOROMIR,Man,460,4,14
BOROMIR,Man,461,4,14
BOROMIR,Man,462,4,14
ARWEN,Elf,463,2,11
ARAGORN,Man,464,4,10
ARAGORN,Man,465,4,10
ARWEN,Elf,466,2,11
ARWEN,Elf,467,2,11
ARAGORN,Man,468,4,10
ARAGORN,Man,469,4,10
ARWEN,Elf,470,2,11
ARWEN,Elf,471,2,11
ARAGORN,Man,472,4,10
ARAGORN,Man,473,4,10
ARWEN,Elf,474,2,11
ARWEN,Elf,475,2,11
ARAGORN,Man,476,4,10
ARAGORN,Man,477,4,10
ARWEN,Elf,478,2,11
ELROND,Elf,479,2,12
ELROND,Elf,480,2,12
BOROMIR,Man,481,4,14
LEGOLAS,Elf,482,2,15
GIMLI,Dwarf,483,3,16
BOROMIR,Man,484,4,14
ARAGORN,Man,485,4,10
ARAGORN,Man,486,4,10
BOROMIR,Man,487,4,14
LEGOLAS,Elf,488,2,15
BOROMIR,Man,489,4,14
LEGOLAS,Elf,490,2,15
ARAGORN,Man,491,4,10
BOROMIR,Man,492,4,14
GANDALF,Ainur,493,1,5
ELROND,Elf,494,2,12
GIMLI,Dwarf,495,3,16
ELROND,Elf,496,2,12
ELROND,Elf,497,2,12
BOROMIR,Man,498,4,14
LEGOLAS,Elf,499,2,15
GIMLI,Dwarf,500,3,16
BOROMIR,Man,501,4,14
GIMLI,Dwarf,502,3,16
GIMLI,Dwarf,503,3,16
GANDALF,Ainur,504,1,5
FRODO,Hobbit,505,5,4
FRODO,Hobbit,506,5,4
GANDALF,Ainur,507,1,5
ARAGORN,Man,508,4,10
LEGOLAS,Elf,509,2,15
GIMLI,Dwarf,510,3,16
BOROMIR,Man,511,4,14
BOROMIR,Man,512,4,14
ELROND,Elf,513,2,12
MERRY,Hobbit,514,5,7
PIPPIN,Hobbit,515,5,8
MERRY,Hobbit,516,5,7
ELROND,Elf,517,2,12
ELROND,Elf,518,2,12
PIPPIN,Hobbit,519,5,8
BILBO,Hobbit,520,5,3
FRODO,Hobbit,521,5,4
BILBO,Hobbit,522,5,3
BILBO,Hobbit,523,5,3
BILBO,Hobbit,524,5,3
BILBO,Hobbit,525,5,3
BILBO,Hobbit,526,5,3
BILBO,Hobbit,527,5,3
GANDALF,Ainur,528,1,5
BOROMIR,Man,529,4,14
BOROMIR,Man,530,4,14
MERRY,Hobbit,531,5,7
PIPPIN,Hobbit,532,5,8
GIMLI,Dwarf,533,3,16
GANDALF,Ainur,534,1,5
GIMLI,Dwarf,535,3,16
BOROMIR,Man,536,4,14
LEGOLAS,Elf,537,2,15
ARAGORN,Man,538,4,10
BOROMIR,Man,539,4,14
GANDALF,Ainur,540,1,5
GANDALF,Ainur,541,1,5
ARAGORN,Man,542,4,10
BOROMIR,Man,543,4,14
ARAGORN,Man,544,4,10
BOROMIR,Man,545,4,14
SARUMAN,Ainur,546,1,9
SARUMAN,Ainur,547,1,9
LEGOLAS,Elf,548,2,15
GANDALF,Ainur,549,1,5
ARAGORN,Man,550,4,10
GANDALF,Ainur,551,1,5
GANDALF,Ainur,552,1,5
GANDALF,Ainur,553,1,5
BOROMIR,Man,554,4,14
ARAGORN,Man,555,4,10
GIMLI,Dwarf,556,3,16
SARUMAN,Ainur,557,1,9
SARUMAN,Ainur,558,1,9
GANDALF,Ainur,559,1,5
GANDALF,Ainur,560,1,5
FRODO,Hobbit,561,5,4
GANDALF,Ainur,562,1,5
GIMLI,Dwarf,563,3,16
GANDALF,Ainur,564,1,5
GANDALF,Ainur,565,1,5
MERRY,Hobbit,566,5,7
GANDALF,Ainur,567,1,5
GANDALF,Ainur,568,1,5
GANDALF,Ainur,569,1,5
ARAGORN,Man,570,4,10
ARAGORN,Man,571,4,10
ARAGORN,Man,572,4,10
FRODO,Hobbit,573,5,4
FRODO,Hobbit,574,5,4
GANDALF,Ainur,575,1,5
GIMLI,Dwarf,576,3,16
BOROMIR,Man,577,4,14
GIMLI,Dwarf,578,3,16
LEGOLAS,Elf,579,2,15
BOROMIR,Man,580,4,14
GANDALF,Ainur,581,1,5
BOROMIR,Man,582,4,14
GANDALF,Ainur,583,1,5
GANDALF,Ainur,584,1,5
GANDALF,Ainur,585,1,5
PIPPIN,Hobbit,586,5,8
MERRY,Hobbit,587,5,7
PIPPIN,Hobbit,588,5,8
MERRY,Hobbit,589,5,7
PIPPIN,Hobbit,590,5,8
GANDALF,Ainur,591,1,5
FRODO,Hobbit,592,5,4
GANDALF,Ainur,593,1,5
FRODO,Hobbit,594,5,4
GANDALF,Ainur,595,1,5
GANDALF,Ainur,596,1,5
FRODO,Hobbit,597,5,4
GANDALF,Ainur,598,1,5
GANDALF,Ainur,599,1,5
FRODO,Hobbit,600,5,4
GANDALF,Ainur,601,1,5
GANDALF,Ainur,602,1,5
MERRY,Hobbit,603,5,7
GANDALF,Ainur,604,1,5
GALADRIEL,Elf,605,2,1
GANDALF,Ainur,606,1,5
GANDALF,Ainur,607,1,5
GIMLI,Dwarf,608,3,16
GANDALF,Ainur,609,1,5
LEGOLAS,Elf,610,2,15
GANDALF,Ainur,611,1,5
GANDALF,Ainur,612,1,5
LEGOLAS,Elf,613,2,15
ARAGORN,Man,614,4,10
BOROMIR,Man,615,4,14
GIMLI,Dwarf,616,3,16
FRODO,Hobbit,617,5,4
ARAGORN,Man,618,4,10
FRODO,Hobbit,619,5,4
ARAGORN,Man,620,4,10
GANDALF,Ainur,621,1,5
GIMLI,Dwarf,622,3,16
GANDALF,Ainur,623,1,5
GANDALF,Ainur,624,1,5
BOROMIR,Man,625,4,14
GANDALF,Ainur,626,1,5
GANDALF,Ainur,627,1,5
GANDALF,Ainur,628,1,5
GIMLI,Dwarf,629,3,16
GIMLI,Dwarf,630,3,16
GANDALF,Ainur,631,1,5
GANDALF,Ainur,632,1,5
FRODO,Hobbit,633,5,4
GANDALF,Ainur,634,1,5
GANDALF,Ainur,635,1,5
GANDALF,Ainur,636,1,5
FRODO,Hobbit,637,5,4
GANDALF,Ainur,638,1,5
FRODO,Hobbit,639,5,4
ARAGORN,Man,640,4,10
ARAGORN,Man,641,4,10
BOROMIR,Man,642,4,14
ARAGORN,Man,643,4,10
ARAGORN,Man,644,4,10
ARAGORN,Man,645,4,10
GIMLI,Dwarf,646,3,16
GALADRIEL,Elf,647,2,1
GIMLI,Dwarf,648,3,16
GALADRIEL,Elf,649,2,1
GIMLI,Dwarf,650,3,16
HALDIR,Elf,651,2,17
HALDIR,Elf,652,2,17
ARAGORN,Man,653,4,10
GIMLI,Dwarf,654,3,16
HALDIR,Elf,655,2,17
HALDIR,Elf,656,2,17
HALDIR,Elf,657,2,17
HALDIR,Elf,658,2,17
CELEBORN,Elf,659,2,18
GALADRIEL,Elf,660,2,1
GALADRIEL,Elf,661,2,1
GALADRIEL,Elf,662,2,1
GALADRIEL,Elf,663,2,1
GALADRIEL,Elf,664,2,1
LEGOLAS,Elf,665,2,15
MERRY,Hobbit,666,5,7
LEGOLAS,Elf,667,2,15
ARAGORN,Man,668,4,10
BOROMIR,Man,669,4,14
BOROMIR,Man,670,4,14
BOROMIR,Man,671,4,14
ARAGORN,Man,672,4,10
BOROMIR,Man,673,4,14
GALADRIEL,Elf,674,2,1
FRODO,Hobbit,675,5,4
GALADRIEL,Elf,676,2,1
FRODO,Hobbit,677,5,4
GALADRIEL,Elf,678,2,1
GALADRIEL,Elf,679,2,1
FRODO,Hobbit,680,5,4
GALADRIEL,Elf,681,2,1
GALADRIEL,Elf,682,2,1
GALADRIEL,Elf,683,2,1
FRODO,Hobbit,684,5,4
GALADRIEL,Elf,685,2,1
FRODO,Hobbit,686,5,4
GALADRIEL,Elf,687,2,1
SARUMAN,Ainur,688,1,9
SARUMAN,Ainur,689,1,9
SARUMAN,Ainur,690,1,9
GALADRIEL,Elf,691,2,1
GALADRIEL,Elf,692,2,1
ARAGORN,Man,693,4,10
ARAGORN,Man,694,4,10
ARAGORN,Man,695,4,10
ARAGORN,Man,696,4,10
GIMLI,Dwarf,697,3,16
ARAGORN,Man,698,4,10
GIMLI,Dwarf,699,3,16
LEGOLAS,Elf,700,2,15
ARAGORN,Man,701,4,10
LEGOLAS,Elf,702,2,15
LEGOLAS,Elf,703,2,15
MERRY,Hobbit,704,5,7
BOROMIR,Man,705,4,14
BOROMIR,Man,706,4,14
BOROMIR,Man,707,4,14
FRODO,Hobbit,708,5,4
BOROMIR,Man,709,4,14
BOROMIR,Man,710,4,14
FRODO,Hobbit,711,5,4
BOROMIR,Man,712,4,14
FRODO,Hobbit,713,5,4
BOROMIR,Man,714,4,14
FRODO,Hobbit,715,5,4
BOROMIR,Man,716,4,14
BOROMIR,Man,717,4,14
FRODO,Hobbit,718,5,4
BOROMIR,Man,719,4,14
BOROMIR,Man,720,4,14
BOROMIR,Man,721,4,14
BOROMIR,Man,722,4,14
SAURON,Ainur,723,1,19
ARAGORN,Man,724,4,10
FRODO,Hobbit,725,5,4
ARAGORN,Man,726,4,10
FRODO,Hobbit,727,5,4
ARAGORN,Man,728,4,10
FRODO,Hobbit,729,5,4
FRODO,Hobbit,730,5,4
ARAGORN,Man,731,4,10
FRODO,Hobbit,732,5,4
ARAGORN,Man,733,4,10
ARAGORN,Man,734,4,10
MERRY,Hobbit,735,5,7
MERRY,Hobbit,736,5,7
PIPPIN,Hobbit,737,5,8
PIPPIN,Hobbit,738,5,8
MERRY,Hobbit,739,5,7
PIPPIN,Hobbit,740,5,8
MERRY,Hobbit,741,5,7
LEGOLAS,Elf,742,2,15
ARAGORN,Man,743,4,10
BOROMIR,Man,744,4,14
MERRY,Hobbit,745,5,7
BOROMIR,Man,746,4,14
BOROMIR,Man,747,4,14
BOROMIR,Man,748,4,14
ARAGORN,Man,749,4,10
BOROMIR,Man,750,4,14
ARAGORN,Man,751,4,10
BOROMIR,Man,752,4,14
ARAGORN,Man,753,4,10
BOROMIR,Man,754,4,14
ARAGORN,Man,755,4,10
BOROMIR,Man,756,4,14
BOROMIR,Man,757,4,14
ARAGORN,Man,758,4,10
ARAGORN,Man,759,4,10
ARAGORN,Man,760,4,10
FRODO,Hobbit,761,5,4
GANDALF,Ainur,762,1,5
FRODO,Hobbit,763,5,4
FRODO,Hobbit,764,5,4
FRODO,Hobbit,765,5,4
FRODO,Hobbit,766,5,4
FRODO,Hobbit,767,5,4
FRODO,Hobbit,768,5,4
LEGOLAS,Elf,769,2,15
LEGOLAS,Elf,770,2,15
ARAGORN,Man,771,4,10
GIMLI,Dwarf,772,3,16
ARAGORN,Man,773,4,10
ARAGORN,Man,774,4,10
ARAGORN,Man,775,4,10
GIMLI,Dwarf,776,3,16
FRODO,Hobbit,777,5,4
FRODO,Hobbit,778,5,4
FRODO,Hobbit,779,5,4
FRODO,Hobbit,780,5,4
